City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
544,sibolga,1.737,98.7846,86.45,63,71,4.29,ID,Fri Aug  4 04:09:20 2023
545,slave lake,55.2811,-114.7718,57.04,77,5,9.51,CA,Fri Aug  4 04:09:20 2023
546,lae,-6.7302,147.0008,80.15,74,74,9.06,PG,Fri Aug  4 04:09:20 2023
547,phongsali,21.6835,102.1057,66.54,99,100,1.7,LA,Fri Aug  4 04:09:21 2023
548,sovetsk,55.081,21.8883,59.65,86,4,11.83,RU,Fri Aug  4 04:09:21 2023
549,nicoya,10.1488,-85.4533,77.22,89,62,1.61,CR,Fri Aug  4 04:09:22 2023
550,antsiranana,-12.2779,49.2913,73.89,73,63,17.31,MG,Fri Aug  4 04:09:22 2023
551,belyy yar,53.5964,91.3824,67.86,94,40,0.0,RU,Fri Aug  4 04:09:23 2023
552,vilyuysk,63.7541,121.6265,79.12,31,100,6.87,RU,Fri Aug  4 04:09:23 2023
553,cannonvale,-20.2807,148.694,65.91,71,26,21.72,AU,Fri Aug  4 04:05:55 2023
554,phan rang-thap cham,11.577,108.9865,94.24,47,100,13.65,VN,Fri Aug  4 04:09:23 2023
555,hotan,37.1127,79.9112,87.42,24,4,7.45,CN,Fri Aug  4 04:09:24 2023
556,nkurenkuru,-17.6299,18.6118,52.56,51,0,7.16,AO,Fri Aug  4 04:09:24 2023
557,bahcelievler,40.9903,27.6058,80.33,55,0,7.83,TR,Fri Aug  4 04:09:25 2023
